,0
506,1423001.4014861058
507,1469799.5705398829
508,1457840.6198304996
509,1448271.7489341532
510,1514057.8169390825
511,1507443.8084540486
512,1506355.91504749
513,1520080.7436602681
514,1519214.3792106053
515,1540114.943366057
516,1534665.416868673
517,1497727.2316181937
518,1495600.44072575
519,1501603.1803076384
520,1514132.1785095327
521,1527430.3138117436
522,1549139.160886404
523,1547446.0022104268
524,1570641.5056124057
525,1561937.5900028578
526,1573785.8878049727
527,1543914.6683876314
528,1596666.3566238089
529,1615656.240197132
530,1635111.8678830862
531,1681183.0381793492
532,1679594.0612087208
533,1686304.7954953525
534,1719296.7359122538
535,1812580.569083679
536,1852001.8253428405
537,1898679.8980015577
538,1958750.0385223625
539,1981066.114271
540,2010169.0798300137
541,2032667.4768335589
542,2193087.6801597723
543,2233308.7312165196
544,2272964.828489033
545,2349269.914575748
546,2193572.8282835046
547,2295190.7167113884
548,2300230.184139604
549,2212127.175992523
550,2207146.027411682
551,2337406.193372492
552,2399642.2408707505
553,2523476.0373442755
554,2645616.77964755
555,2590735.232085345
556,2756842.636386451
557,2940103.5417543035
558,3094495.7199657736
559,2919813.7448852356
560,2790803.454807739
561,2586234.403760351
562,2733625.9188500573
563,2858656.8729047226
564,2757847.443457679
565,2896478.2063855175
566,3047054.725551331
567,3146520.9801836475
568,3179813.8239947134
569,3175417.686665914
570,3390377.588712588
571,3607014.011017348
572,3447355.9708660757
573,3536982.523051905
574,3559548.207340937
575,3713455.960546707
576,3726405.86317534
577,3352655.1658794084
578,3424882.1730550346
579,3161787.438679492
580,3109454.177168337
581,3176609.647410781
582,3347168.418595489
583,3212428.8508321666
584,3263714.5020975284
585,3428982.9499907023
586,3387977.814129762
587,3408241.3191966675
588,3457467.903935402
589,3286952.2673359006
590,3262806.288367937
591,3124540.0532483016
592,3216990.912903553
593,3244813.6567229745
594,3200963.494069512
595,3128360.554053333
596,3070793.7905615782
597,3160857.056314588
598,3233436.024517186
599,3280408.3475119555
600,3280814.0645465464
601,3289007.431476616
602,3177449.2975369426
603,3243306.812650798
604,3177378.879197242
605,2994121.3761251587
606,2950772.4926337237
607,3026284.2433181605
608,2975393.241756767
609,2819791.077483322
610,2528988.504724972
611,2443428.833509173
612,2814500.4268283327
613,2926816.167965856
614,2870190.740971206
615,3553405.608748028
616,3365807.480163846
617,3542580.7374615883
618,3444322.663860288
619,3474394.3268995257
620,3253879.943900162
621,3195889.9897481096
622,3369915.304127488
623,3536561.23740729
624,3435436.8954450157
625,3472980.3629342043
626,3618520.0817932654
627,3426270.5919524576
628,3416879.179167057
629,3532632.395477159
630,3644765.7572885687
631,4087430.6888021217
632,4038686.9285514844
633,4245902.426053715
634,4296953.339847135
635,4199787.8412297
636,4248029.661152889
637,4585782.290123416
638,4876925.019963299
639,5113306.22981157
640,5426562.625811831
641,5247362.88462988
642,5488977.892654319
643,5432924.739216459
644,5219692.567121256
645,5261156.764580362
646,5129152.424972199
647,5022309.160308089
648,5144654.594458716
649,5208301.135941425
650,5437264.590866273
651,5483472.458869861
652,5459586.606443187
653,5497618.131591795
654,5497340.535802583
655,5743391.391888984
656,5726288.948454449
657,5898937.433156662
658,6133134.304531557
659,5743863.014749544
660,5749066.020217933
661,5317804.074199226
662,5492097.488446103
663,5768459.768433016
664,5771844.265929764
665,5312893.258950025
666,5309497.66522691
667,5179955.390058833
668,5227815.840523438
669,5190066.573431655
670,4880351.296807545
671,3965981.482596362
672,4567510.025745115
673,4552041.210051624
674,4499494.756323457
675,5096896.010557111
676,4922025.932203767
677,4898158.728072555
678,4554308.361334547
679,4553885.928422065
680,4754835.468087017
681,4619733.551714448
682,4921803.459487673
683,4879716.800499169
684,5263107.762891183
685,5230760.182181974
686,5216300.283431353
687,5432952.036644937
688,5513175.8227188485
689,5520070.800556694
690,5405992.319552288
691,5296732.980707047
692,5420483.979763344
693,5473052.340575911
694,5542655.836833778
695,5768635.38219831
696,5969088.373899043
697,5981329.008709094
698,6036277.415997898
699,6799988.210462922
700,7046946.165096276
701,7276324.041420255
702,7086876.088399661
703,7145737.223731397
704,6996506.776615081
705,6978150.568305999
706,7124369.966280718
707,7497407.439990906
708,7522285.987216336
709,7493459.766538935
710,7396313.91225597
711,6898220.789343723
712,7176960.720634085
713,7367410.999625159
714,7212851.666733389
715,7178391.654897886
716,7672015.346547164
717,7643189.467196877
718,8058760.786331605
719,8429382.219722316
720,8812302.913788654
721,8971878.707381524
722,9185870.711035717
723,9219661.971097602
724,8741358.003648363
725,8891279.989310862
726,9277359.294770032
727,8893325.25298093
728,8260288.244095234
729,7943759.906794675
730,7444618.764297113
731,8196973.617637353
732,8291360.203499373
733,9132902.13498857
734,9826308.22848774
735,9624986.702405734
736,9725595.44797576
737,10029638.000462161
738,10233004.921576362
739,10073896.256909415
740,10299699.367389588
741,10031771.76549778
742,10297579.126981799
743,10963295.920421302
744,11634367.430305025
745,12237280.157412294
746,12532004.644292366
747,12323141.295794537
748,12743653.380477875
749,13655575.783635398
750,13777687.251642253
751,14081860.145901658
752,14491288.41668171
753,14808786.973924773
754,17730771.592162076
755,22202129.562795714
756,20566672.257628474
757,18842623.018720113
758,19183216.600477654
759,21005323.254540358
760,21591611.500480853
761,20347364.3104511
762,20538083.964337375
763,21949604.093191702
764,24162160.576442663
765,23724872.43463948
766,23691808.80563285
767,22052210.060442355
768,20628353.644807518
769,19608767.50168883
770,17182726.086434267
771,18253612.714175683
772,17300748.407072153
773,17425775.450948354
774,19979352.633845482
775,19654993.314362973
776,18138519.365836818
777,18200040.09729328
778,16102651.879245365
779,17596664.59428797
780,16982119.607059874
781,18625885.921600744
782,18895842.74093684
783,19387160.57515368
784,21639216.922527313
785,21759987.401197597
