Date,Symbol,Open,High,Low,Close,Volume,Market Cap,1Dreturn,Norm_Close,label,,prob_sell,prob_hold,prob_buy,pred
2/16/14,BTC,651.2999878,665.0999756,584.1699829,616.6300049,40061700,7650358837,0.015633386,-2.239016015,2,,0.3411,0.3257,0.3331,0
2/17/14,BTC,614.2299805,656.9500122,607.3099976,626.2700195,31948400,7772386462,0.000526859,-2.010469456,1,,0.3452,0.3225,0.3323,0
2/18/14,BTC,627.1599731,645.7600098,612.539978,626.5999756,20015100,7779035355,-0.005697329,-1.904356938,0,,0.3501,0.319,0.3309,0
2/19/14,BTC,625.9699707,631.7700195,618.7000122,623.0300293,13897800,7737830115,-0.107362425,-1.849653073,0,,0.3537,0.3165,0.3298,0
2/20/14,BTC,623.0900269,627.7299805,556.1400146,556.1400146,46905000,6909538974,0.032401838,-2.384411885,2,,0.3584,0.3131,0.3285,0
2/21/14,BTC,556.8800049,582.960022,530.4699707,574.1599731,47308100,7135603064,0.054444774,-2.054801048,2,,0.3613,0.3114,0.3273,0
2/22/14,BTC,574.2399902,614.4799805,558.5800171,605.4199829,31254000,7526808473,0.000660739,-1.656850126,1,,0.3657,0.3086,0.3257,0
2/23/14,BTC,606.4699707,639.9099731,599.7000122,605.8200073,31434400,7534325867,-0.09821399,-1.572504545,0,,0.3677,0.308,0.3243,0
2/24/14,BTC,606.039978,607.6099854,538.7000122,546.3200073,57893900,6796971990,-0.013929538,-2.018764998,0,,0.3714,0.3059,0.3227,0
2/25/14,BTC,540.2399902,541.3800049,420.4100037,538.710022,126314000,6704461434,0.081639432,-1.991031883,2,,0.3725,0.3063,0.3212,0
2/26/14,BTC,537.039978,603.7999878,532.5800171,582.6900024,64642700,7254505067,-0.00672739,-1.514870398,0,,0.3765,0.304,0.3195,0
2/27/14,BTC,581.6500244,594.0499878,566.6199951,578.7700195,25540800,7208406719,-0.050987454,-1.478160759,0,,0.3771,0.3048,0.318,0
2/28/14,BTC,579.7000122,584.1400146,545.1699829,549.2600098,28076100,6843353924,0.029767278,-1.64960883,2,,0.3805,0.3032,0.3162,0
3/1/14,BTC,549.9199829,573.3800049,539.289978,565.6099854,18668100,7049084308,-0.010289789,-1.443217798,0,,0.3805,0.3047,0.3148,0
3/2/14,BTC,567.2299805,570.4799805,553.2700195,559.789978,7950760,6978524072,0.192875964,-1.436373424,2,,0.3832,0.3038,0.313,0
3/3/14,BTC,562.5599976,702.9099731,560.5200195,667.7600098,96056896,8326933812,-0.001467564,-0.487416413,1,,0.3823,0.306,0.3117,0
3/4/14,BTC,668.2399902,696.2199707,655.6799927,666.7800293,55344600,8317230356,-0.001904705,-0.46970628,1,,0.3842,0.3063,0.3095,0
3/5/14,BTC,666.2399902,674.2800293,646.2800293,665.5100098,22461900,8304000852,-0.002479338,-0.455150831,1,,0.3826,0.3088,0.3086,0
3/6/14,BTC,664.5200195,669.7700195,649.789978,663.8599854,16068100,8286267327,-0.052285063,-0.4415181,0,,0.3829,0.311,0.3061,0
3/7/14,BTC,664.3099976,665.3400269,616.3499756,629.1500244,34150800,7855629815,-0.018596538,-0.718859706,0,,0.3807,0.3138,0.3055,0
3/8/14,BTC,629.6599731,635.1400146,604.460022,617.4500122,18654200,7712151171,0.031597715,-0.790637142,2,,0.3796,0.3172,0.3032,0
3/9/14,BTC,616.3099976,643.9500122,612.3499756,636.960022,15396500,7958687808,-0.014396577,-0.585618539,0,,0.3773,0.3198,0.3029,0
3/10/14,BTC,636.3300171,644.7600098,615.0200195,627.789978,20639800,7846433315,0.010067073,-0.638191972,1,,0.3746,0.3247,0.3007,0
3/11/14,BTC,627.9500122,638.4199829,618.8400269,634.1099854,11732500,7928102950,-0.003169813,-0.548993366,1,,0.3719,0.3273,0.3008,0
3/12/14,BTC,631.9099731,648.0300293,629.5100098,632.0999756,18621200,7905832725,0.009555512,-0.537676317,1,,0.3683,0.3328,0.299,0
3/13/14,BTC,633.6199951,644.2000122,630.8499756,638.1400146,11634900,7983960982,-0.014636328,-0.448495323,0,,0.3654,0.3352,0.2993,0
3/14/14,BTC,638.1400146,639.5300293,627.210022,628.7999878,11913800,7869180480,0.011641233,-0.512376274,2,,0.361,0.3409,0.298,0
